epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
129,27185.9,1.12226,2.18192,0.05372,0.61685,0.46502,0.50179,0.35454,1.0099,1.77,0.06534,0.00815545,0.00271848,0.00815545,0.00271848,0.00815545,0.00271848,0.00815545,0.00271848
130,27394.6,1.12126,2.18364,0.05359,0.61994,0.46344,0.50196,0.35536,1.01042,1.76759,0.06538,0.0080926,0.00269753,0.0080926,0.00269753,0.0080926,0.00269753,0.0080926,0.00269753
131,27603.7,1.12693,2.21086,0.05452,0.61241,0.46776,0.50191,0.35502,1.0099,1.76726,0.06528,0.00802975,0.00267658,0.00802975,0.00267658,0.00802975,0.00267658,0.00802975,0.00267658
132,27815.9,1.11397,2.17997,0.05413,0.61681,0.46503,0.50228,0.35543,1.00986,1.76644,0.06529,0.0079669,0.00265563,0.0079669,0.00265563,0.0079669,0.00265563,0.0079669,0.00265563
133,28026.3,1.11582,2.17812,0.05378,0.61112,0.4677,0.50211,0.35561,1.00903,1.76687,0.06517,0.00790406,0.00263469,0.00790406,0.00263469,0.00790406,0.00263469,0.00790406,0.00263469
134,28235.8,1.1261,2.18139,0.05344,0.61131,0.46656,0.50252,0.3562,1.00862,1.7662,0.06512,0.00784121,0.00261374,0.00784121,0.00261374,0.00784121,0.00261374,0.00784121,0.00261374
135,28447.3,1.12338,2.1841,0.0539,0.61326,0.46587,0.50276,0.35609,1.00893,1.76482,0.06516,0.00777836,0.00259279,0.00777836,0.00259279,0.00777836,0.00259279,0.00777836,0.00259279
136,28656.9,1.11894,2.16651,0.05399,0.61289,0.46503,0.50278,0.35631,1.00841,1.76544,0.06508,0.00771551,0.00257184,0.00771551,0.00257184,0.00771551,0.00257184,0.00771551,0.00257184
137,28867.8,1.12248,2.17852,0.05365,0.61482,0.46509,0.50312,0.3566,1.00792,1.76503,0.06502,0.00765266,0.00255089,0.00765266,0.00255089,0.00765266,0.00255089,0.00765266,0.00255089
138,29078.8,1.12337,2.16747,0.05372,0.61523,0.4635,0.50368,0.35736,1.00789,1.76447,0.06503,0.00758982,0.00252994,0.00758982,0.00252994,0.00758982,0.00252994,0.00758982,0.00252994
139,29290.4,1.11562,2.17152,0.05401,0.61955,0.46366,0.50438,0.35783,1.00792,1.76364,0.06503,0.00752697,0.00250899,0.00752697,0.00250899,0.00752697,0.00250899,0.00752697,0.00250899
140,29500.2,1.12525,2.17298,0.05358,0.62172,0.4623,0.50425,0.35756,1.00696,1.76374,0.06495,0.00746412,0.00248804,0.00746412,0.00248804,0.00746412,0.00248804,0.00746412,0.00248804
141,29708.6,1.11688,2.15877,0.05282,0.61757,0.46459,0.50458,0.35786,1.0067,1.7619,0.06486,0.00740127,0.00246709,0.00740127,0.00246709,0.00740127,0.00246709,0.00740127,0.00246709
142,29921.2,1.12096,2.17407,0.05373,0.60983,0.46739,0.50517,0.35841,1.00649,1.76179,0.06487,0.00733842,0.00244614,0.00733842,0.00244614,0.00733842,0.00244614,0.00733842,0.00244614
143,30133.7,1.11507,2.16174,0.05385,0.60797,0.46746,0.5057,0.3587,1.00694,1.75909,0.06493,0.00727557,0.00242519,0.00727557,0.00242519,0.00727557,0.00242519,0.00727557,0.00242519
144,30344.9,1.11663,2.15072,0.05324,0.60596,0.46866,0.50566,0.3584,1.00679,1.75825,0.06495,0.00721273,0.00240424,0.00721273,0.00240424,0.00721273,0.00240424,0.00721273,0.00240424
145,30556.1,1.11737,2.16324,0.05323,0.61117,0.46618,0.50614,0.35871,1.00607,1.75917,0.06492,0.00714988,0.00238329,0.00714988,0.00238329,0.00714988,0.00238329,0.00714988,0.00238329
146,30766.9,1.10644,2.15516,0.05344,0.60885,0.46695,0.5064,0.35863,1.00612,1.75741,0.06493,0.00708703,0.00236234,0.00708703,0.00236234,0.00708703,0.00236234,0.00708703,0.00236234
147,30978.6,1.11707,2.15452,0.05326,0.60947,0.467,0.50698,0.35903,1.00634,1.75504,0.06496,0.00702418,0.00234139,0.00702418,0.00234139,0.00702418,0.00234139,0.00702418,0.00234139
148,31190.1,1.11463,2.15763,0.05329,0.61396,0.46585,0.50734,0.35942,1.00588,1.75423,0.06493,0.00696133,0.00232044,0.00696133,0.00232044,0.00696133,0.00232044,0.00696133,0.00232044
149,31401.6,1.11794,2.14953,0.05304,0.61377,0.46712,0.50762,0.36011,1.00576,1.75338,0.06486,0.00689849,0.0022995,0.00689849,0.0022995,0.00689849,0.0022995,0.00689849,0.0022995
150,31614.4,1.11152,2.16222,0.05368,0.61072,0.46713,0.50744,0.3598,1.0058,1.75276,0.06488,0.00683564,0.00227855,0.00683564,0.00227855,0.00683564,0.00227855,0.00683564,0.00227855
151,31827.1,1.11064,2.14986,0.05317,0.61864,0.46587,0.50782,0.36012,1.00605,1.75152,0.06492,0.00677279,0.0022576,0.00677279,0.0022576,0.00677279,0.0022576,0.00677279,0.0022576
152,32036.2,1.11853,2.15457,0.05314,0.62338,0.46372,0.50748,0.35996,1.00547,1.75246,0.0649,0.00670994,0.00223665,0.00670994,0.00223665,0.00670994,0.00223665,0.00670994,0.00223665
153,32246.7,1.12237,2.15699,0.05315,0.62238,0.46603,0.50771,0.35983,1.00577,1.75149,0.0649,0.00664709,0.0022157,0.00664709,0.0022157,0.00664709,0.0022157,0.00664709,0.0022157
154,32457.6,1.11374,2.14985,0.05338,0.62563,0.46386,0.5078,0.36016,1.0054,1.75094,0.0648,0.00658425,0.00219475,0.00658425,0.00219475,0.00658425,0.00219475,0.00658425,0.00219475
155,32670.4,1.11145,2.14857,0.05351,0.62669,0.46471,0.50795,0.35996,1.00531,1.75018,0.06478,0.0065214,0.0021738,0.0065214,0.0021738,0.0065214,0.0021738,0.0065214,0.0021738
156,32881.3,1.11075,2.13921,0.05327,0.62571,0.46426,0.50895,0.36072,1.00533,1.74902,0.06481,0.00645855,0.00215285,0.00645855,0.00215285,0.00645855,0.00215285,0.00645855,0.00215285
157,33091,1.10873,2.13997,0.05271,0.62426,0.46778,0.50963,0.36117,1.00539,1.74701,0.06481,0.0063957,0.0021319,0.0063957,0.0021319,0.0063957,0.0021319,0.0063957,0.0021319
158,33301.2,1.1113,2.13086,0.0524,0.62469,0.46724,0.50966,0.36138,1.00515,1.74494,0.0648,0.00633285,0.00211095,0.00633285,0.00211095,0.00633285,0.00211095,0.00633285,0.00211095
159,33512.7,1.11006,2.13463,0.053,0.62411,0.46583,0.50968,0.36117,1.00489,1.74475,0.06476,0.00627001,0.00209,0.00627001,0.00209,0.00627001,0.00209,0.00627001,0.00209
160,33725.5,1.10922,2.136,0.0525,0.62603,0.46594,0.51069,0.36199,1.00504,1.74332,0.06479,0.00620716,0.00206905,0.00620716,0.00206905,0.00620716,0.00206905,0.00620716,0.00206905
161,33939.4,1.1081,2.14239,0.05329,0.63077,0.46433,0.51055,0.36207,1.00453,1.74285,0.06478,0.00614431,0.0020481,0.00614431,0.0020481,0.00614431,0.0020481,0.00614431,0.0020481
162,34150.1,1.10009,2.1189,0.05316,0.629,0.46518,0.51015,0.36206,1.00481,1.74301,0.06479,0.00608146,0.00202715,0.00608146,0.00202715,0.00608146,0.00202715,0.00608146,0.00202715
163,34361.6,1.10997,2.13816,0.05261,0.62574,0.46594,0.51068,0.36248,1.00454,1.74217,0.06478,0.00601861,0.0020062,0.00601861,0.0020062,0.00601861,0.0020062,0.00601861,0.0020062
164,34570.1,1.10597,2.13285,0.05235,0.62234,0.46689,0.51079,0.36282,1.00426,1.74194,0.06471,0.00595577,0.00198526,0.00595577,0.00198526,0.00595577,0.00198526,0.00595577,0.00198526
165,34779,1.10287,2.12343,0.05261,0.62301,0.46694,0.51097,0.36285,1.0039,1.74184,0.06462,0.00589292,0.00196431,0.00589292,0.00196431,0.00589292,0.00196431,0.00589292,0.00196431
166,34990.3,1.11087,2.1261,0.05197,0.6231,0.46746,0.51127,0.36302,1.00366,1.74176,0.0646,0.00583007,0.00194336,0.00583007,0.00194336,0.00583007,0.00194336,0.00583007,0.00194336
167,35201.9,1.10683,2.11932,0.05238,0.62033,0.4701,0.51135,0.36322,1.00344,1.74072,0.06455,0.00576722,0.00192241,0.00576722,0.00192241,0.00576722,0.00192241,0.00576722,0.00192241
168,35414,1.10494,2.11779,0.05267,0.62169,0.47095,0.51164,0.36344,1.00345,1.73915,0.06456,0.00570437,0.00190146,0.00570437,0.00190146,0.00570437,0.00190146,0.00570437,0.00190146
169,35624.9,1.10442,2.12756,0.05285,0.62115,0.47206,0.51201,0.36391,1.00343,1.73814,0.06455,0.00564153,0.00188051,0.00564153,0.00188051,0.00564153,0.00188051,0.00564153,0.00188051
170,35835.9,1.09836,2.11768,0.05257,0.62402,0.4712,0.51203,0.36371,1.00341,1.73782,0.06453,0.00557868,0.00185956,0.00557868,0.00185956,0.00557868,0.00185956,0.00557868,0.00185956
171,36047.4,1.09999,2.11563,0.05262,0.62159,0.4726,0.51204,0.36407,1.00289,1.73686,0.06453,0.00551583,0.00183861,0.00551583,0.00183861,0.00551583,0.00183861,0.00551583,0.00183861
172,36258.8,1.10383,2.10054,0.05234,0.62393,0.47186,0.51226,0.36388,1.00281,1.73632,0.06445,0.00545298,0.00181766,0.00545298,0.00181766,0.00545298,0.00181766,0.00545298,0.00181766
173,36468.5,1.11001,2.11956,0.05237,0.62746,0.47049,0.5122,0.36405,1.00239,1.7365,0.06442,0.00539013,0.00179671,0.00539013,0.00179671,0.00539013,0.00179671,0.00539013,0.00179671
174,36679.6,1.0932,2.09689,0.05222,0.62504,0.47124,0.5128,0.3646,1.00187,1.73581,0.06438,0.00532728,0.00177576,0.00532728,0.00177576,0.00532728,0.00177576,0.00532728,0.00177576
175,36890.6,1.10501,2.10513,0.05226,0.62531,0.47139,0.51329,0.36493,1.00201,1.73384,0.0644,0.00526444,0.00175481,0.00526444,0.00175481,0.00526444,0.00175481,0.00526444,0.00175481
176,37101,1.10343,2.10409,0.05173,0.62305,0.47176,0.51355,0.3649,1.00193,1.73269,0.0644,0.00520159,0.00173386,0.00520159,0.00173386,0.00520159,0.00173386,0.00520159,0.00173386
177,37312.6,1.10073,2.10267,0.05195,0.62553,0.46898,0.5138,0.36496,1.00179,1.73117,0.06437,0.00513874,0.00171291,0.00513874,0.00171291,0.00513874,0.00171291,0.00513874,0.00171291
178,37523.5,1.0953,2.09568,0.05198,0.62458,0.47164,0.5146,0.36547,1.00095,1.73154,0.06428,0.00507589,0.00169196,0.00507589,0.00169196,0.00507589,0.00169196,0.00507589,0.00169196
179,37734.2,1.09696,2.08749,0.05193,0.6232,0.47156,0.51504,0.36589,1.00071,1.72983,0.0642,0.00501304,0.00167101,0.00501304,0.00167101,0.00501304,0.00167101,0.00501304,0.00167101
180,37944.7,1.09663,2.08597,0.0523,0.62416,0.47164,0.51593,0.36644,1.00041,1.72856,0.06418,0.0049502,0.00165007,0.0049502,0.00165007,0.0049502,0.00165007,0.0049502,0.00165007
181,38154.4,1.1064,2.09945,0.05225,0.62319,0.47344,0.51629,0.36693,0.99996,1.7286,0.06413,0.00488735,0.00162912,0.00488735,0.00162912,0.00488735,0.00162912,0.00488735,0.00162912
182,38364.8,1.09516,2.07885,0.05132,0.62924,0.47295,0.51622,0.36681,0.99959,1.72756,0.06401,0.0048245,0.00160817,0.0048245,0.00160817,0.0048245,0.00160817,0.0048245,0.00160817
183,38576.5,1.10296,2.09461,0.0515,0.63299,0.47184,0.51668,0.36708,0.99938,1.72656,0.06403,0.00476165,0.00158722,0.00476165,0.00158722,0.00476165,0.00158722,0.00476165,0.00158722
184,38787.1,1.09606,2.09062,0.05197,0.62707,0.47557,0.51755,0.36753,0.99985,1.72537,0.06411,0.0046988,0.00156627,0.0046988,0.00156627,0.0046988,0.00156627,0.0046988,0.00156627
185,38997.7,1.09491,2.08797,0.0522,0.62724,0.47653,0.51762,0.36759,0.99923,1.72551,0.06408,0.00463596,0.00154532,0.00463596,0.00154532,0.00463596,0.00154532,0.00463596,0.00154532
186,39207.7,1.09363,2.08169,0.05205,0.63316,0.47624,0.51774,0.36771,0.99878,1.72525,0.06399,0.00457311,0.00152437,0.00457311,0.00152437,0.00457311,0.00152437,0.00457311,0.00152437
187,39418,1.1012,2.08271,0.05177,0.6309,0.47613,0.5177,0.36775,0.99821,1.72487,0.06392,0.00451026,0.00150342,0.00451026,0.00150342,0.00451026,0.00150342,0.00451026,0.00150342
188,39629.7,1.09686,2.08498,0.0518,0.62677,0.47788,0.51754,0.36772,0.9976,1.72412,0.06387,0.00444741,0.00148247,0.00444741,0.00148247,0.00444741,0.00148247,0.00444741,0.00148247
189,39840.6,1.09534,2.07469,0.05143,0.62887,0.47626,0.51746,0.36797,0.99718,1.72419,0.06389,0.00438456,0.00146152,0.00438456,0.00146152,0.00438456,0.00146152,0.00438456,0.00146152
190,40050.6,1.09063,2.06499,0.05135,0.63064,0.47539,0.51752,0.36822,0.99702,1.72203,0.06391,0.00432172,0.00144057,0.00432172,0.00144057,0.00432172,0.00144057,0.00432172,0.00144057
191,40262.1,1.10007,2.06673,0.051,0.62756,0.477,0.51795,0.36863,0.99652,1.72179,0.0638,0.00425887,0.00141962,0.00425887,0.00141962,0.00425887,0.00141962,0.00425887,0.00141962
192,40471.2,1.09862,2.06865,0.05106,0.62896,0.47672,0.51822,0.36878,0.9961,1.72036,0.06377,0.00419602,0.00139867,0.00419602,0.00139867,0.00419602,0.00139867,0.00419602,0.00139867
193,40682.2,1.09106,2.0681,0.05105,0.63685,0.47302,0.51827,0.36909,0.99559,1.71946,0.06372,0.00413317,0.00137772,0.00413317,0.00137772,0.00413317,0.00137772,0.00413317,0.00137772
194,40892.4,1.09372,2.06899,0.05113,0.62894,0.4764,0.51835,0.36892,0.99546,1.7187,0.06369,0.00407032,0.00135677,0.00407032,0.00135677,0.00407032,0.00135677,0.00407032,0.00135677
195,41102.9,1.09475,2.04651,0.0506,0.63027,0.47749,0.51886,0.36924,0.9955,1.71819,0.06364,0.00400748,0.00133583,0.00400748,0.00133583,0.00400748,0.00133583,0.00400748,0.00133583
196,41313.6,1.09073,2.0644,0.05128,0.63291,0.47686,0.51964,0.36954,0.99506,1.71803,0.06358,0.00394463,0.00131488,0.00394463,0.00131488,0.00394463,0.00131488,0.00394463,0.00131488
197,41523.8,1.09361,2.05706,0.05075,0.63677,0.47564,0.52002,0.37001,0.99511,1.71596,0.06359,0.00388178,0.00129393,0.00388178,0.00129393,0.00388178,0.00129393,0.00388178,0.00129393
198,41733.9,1.08918,2.05687,0.05092,0.63248,0.47797,0.51999,0.37026,0.99503,1.71484,0.0636,0.00381893,0.00127298,0.00381893,0.00127298,0.00381893,0.00127298,0.00381893,0.00127298
199,41943.2,1.09416,2.05315,0.05096,0.63643,0.47662,0.52008,0.37029,0.99526,1.71331,0.06361,0.00375608,0.00125203,0.00375608,0.00125203,0.00375608,0.00125203,0.00375608,0.00125203
200,42155.1,1.08583,2.04513,0.0506,0.63831,0.47466,0.52032,0.37052,0.99496,1.71299,0.06362,0.00369324,0.00123108,0.00369324,0.00123108,0.00369324,0.00123108,0.00369324,0.00123108
201,42367,1.08844,2.05383,0.05105,0.63732,0.47528,0.52057,0.37067,0.9951,1.7118,0.06366,0.00363039,0.00121013,0.00363039,0.00121013,0.00363039,0.00121013,0.00363039,0.00121013
202,42579.5,1.08017,2.0375,0.05082,0.63609,0.47613,0.52072,0.37076,0.99512,1.71098,0.0636,0.00356754,0.00118918,0.00356754,0.00118918,0.00356754,0.00118918,0.00356754,0.00118918
203,42791.7,1.08187,2.04149,0.05109,0.64317,0.47336,0.52133,0.37115,0.99505,1.70994,0.06356,0.00350469,0.00116823,0.00350469,0.00116823,0.00350469,0.00116823,0.00350469,0.00116823
204,43002.6,1.08665,2.02592,0.0509,0.63568,0.47642,0.52107,0.37093,0.99468,1.71115,0.0635,0.00344184,0.00114728,0.00344184,0.00114728,0.00344184,0.00114728,0.00344184,0.00114728
205,43212.9,1.07947,2.02796,0.05099,0.63756,0.47576,0.52146,0.37137,0.99427,1.71117,0.06345,0.00337899,0.00112633,0.00337899,0.00112633,0.00337899,0.00112633,0.00337899,0.00112633
206,43422.2,1.07532,2.02697,0.05097,0.63841,0.47669,0.52148,0.37126,0.9942,1.71029,0.06343,0.00331615,0.00110538,0.00331615,0.00110538,0.00331615,0.00110538,0.00331615,0.00110538
207,43635.8,1.07817,2.02228,0.05034,0.64077,0.47677,0.52239,0.37189,0.994,1.70899,0.06341,0.0032533,0.00108443,0.0032533,0.00108443,0.0032533,0.00108443,0.0032533,0.00108443
208,43845.2,1.08088,2.01606,0.05027,0.63661,0.47721,0.5221,0.37165,0.99353,1.70899,0.06334,0.00319045,0.00106348,0.00319045,0.00106348,0.00319045,0.00106348,0.00319045,0.00106348
209,44056.1,1.07638,2.01727,0.05079,0.63796,0.47701,0.52227,0.37183,0.99352,1.70837,0.06334,0.0031276,0.00104253,0.0031276,0.00104253,0.0031276,0.00104253,0.0031276,0.00104253
210,44267.2,1.07017,2.01248,0.05021,0.63777,0.47786,0.52269,0.37221,0.99302,1.70854,0.0633,0.00306475,0.00102158,0.00306475,0.00102158,0.00306475,0.00102158,0.00306475,0.00102158
211,44475.9,1.08413,2.02463,0.05044,0.63967,0.47626,0.52275,0.37227,0.99271,1.70705,0.06322,0.00300191,0.00100064,0.00300191,0.00100064,0.00300191,0.00100064,0.00300191,0.00100064
212,44685.5,1.07458,1.9923,0.05048,0.63678,0.47751,0.5231,0.37281,0.9924,1.70593,0.0632,0.00293906,0.000979686,0.00293906,0.000979686,0.00293906,0.000979686,0.00293906,0.000979686
213,44897.3,1.08098,2.01798,0.04968,0.63872,0.47705,0.52383,0.37311,0.99188,1.70576,0.06316,0.00287621,0.000958737,0.00287621,0.000958737,0.00287621,0.000958737,0.00287621,0.000958737
214,45109.8,1.0761,2.0092,0.04984,0.63738,0.47725,0.52333,0.37283,0.99229,1.70383,0.06317,0.00281336,0.000937787,0.00281336,0.000937787,0.00281336,0.000937787,0.00281336,0.000937787
215,45320.4,1.07526,1.99397,0.05002,0.63355,0.47996,0.52355,0.37304,0.99182,1.70272,0.06307,0.00275051,0.000916838,0.00275051,0.000916838,0.00275051,0.000916838,0.00275051,0.000916838
216,45530.3,1.07276,1.99055,0.04956,0.63316,0.48167,0.52403,0.37368,0.99076,1.7023,0.06292,0.00268767,0.000895889,0.00268767,0.000895889,0.00268767,0.000895889,0.00268767,0.000895889
217,45741.9,1.0743,1.98894,0.04903,0.63212,0.48351,0.52498,0.37445,0.99076,1.70057,0.06293,0.00262482,0.000874939,0.00262482,0.000874939,0.00262482,0.000874939,0.00262482,0.000874939
218,45952.6,1.07,1.98822,0.0494,0.63367,0.48275,0.52576,0.37487,0.9902,1.70041,0.06288,0.00256197,0.00085399,0.00256197,0.00085399,0.00256197,0.00085399,0.00256197,0.00085399
219,46164.6,1.06585,1.98642,0.04955,0.63401,0.48286,0.52594,0.37519,0.98993,1.69962,0.06287,0.00249912,0.000833041,0.00249912,0.000833041,0.00249912,0.000833041,0.00249912,0.000833041
220,46376.8,1.0703,1.98017,0.04936,0.63181,0.48392,0.52618,0.37543,0.98929,1.69871,0.06283,0.00243627,0.000812091,0.00243627,0.000812091,0.00243627,0.000812091,0.00243627,0.000812091
221,46587.2,1.06543,1.9814,0.04958,0.62621,0.48531,0.52644,0.37588,0.98964,1.69693,0.06288,0.00237343,0.000791142,0.00237343,0.000791142,0.00237343,0.000791142,0.00237343,0.000791142
222,46797.5,1.07155,1.97299,0.04902,0.63164,0.48341,0.52685,0.37609,0.98922,1.69644,0.06289,0.00231058,0.000770193,0.00231058,0.000770193,0.00231058,0.000770193,0.00231058,0.000770193
223,47008.2,1.07712,1.97854,0.04874,0.63323,0.48412,0.52691,0.37622,0.98856,1.69607,0.06284,0.00224773,0.000749243,0.00224773,0.000749243,0.00224773,0.000749243,0.00224773,0.000749243
224,47220.3,1.07536,1.98446,0.04868,0.63159,0.48594,0.52744,0.37685,0.98836,1.69606,0.06285,0.00218488,0.000728294,0.00218488,0.000728294,0.00218488,0.000728294,0.00218488,0.000728294
225,47429.5,1.0689,1.96279,0.04866,0.63115,0.48621,0.52741,0.37684,0.98809,1.69612,0.06286,0.00212203,0.000707344,0.00212203,0.000707344,0.00212203,0.000707344,0.00212203,0.000707344
226,47639.4,1.07434,1.97215,0.04895,0.6321,0.48583,0.52703,0.37641,0.98777,1.69585,0.06278,0.00205919,0.000686395,0.00205919,0.000686395,0.00205919,0.000686395,0.00205919,0.000686395
227,47850.6,1.05958,1.95553,0.04887,0.62939,0.48633,0.52699,0.37641,0.9881,1.69364,0.06279,0.00199634,0.000665446,0.00199634,0.000665446,0.00199634,0.000665446,0.00199634,0.000665446
228,48062,1.06845,1.95647,0.04917,0.63434,0.48343,0.52754,0.37679,0.98796,1.69249,0.06281,0.00193349,0.000644496,0.00193349,0.000644496,0.00193349,0.000644496,0.00193349,0.000644496
229,48272.6,1.06394,1.94326,0.04848,0.63933,0.48117,0.52775,0.37682,0.98811,1.69192,0.06281,0.00187064,0.000623547,0.00187064,0.000623547,0.00187064,0.000623547,0.00187064,0.000623547
230,48482.4,1.0652,1.9436,0.04838,0.63378,0.48342,0.52822,0.37736,0.98738,1.6916,0.06273,0.00180779,0.000602598,0.00180779,0.000602598,0.00180779,0.000602598,0.00180779,0.000602598
231,48694.6,1.05866,1.93319,0.04889,0.6332,0.48395,0.52837,0.37773,0.98726,1.69068,0.06272,0.00174494,0.000581648,0.00174494,0.000581648,0.00174494,0.000581648,0.00174494,0.000581648
232,48906.1,1.05785,1.94699,0.04844,0.6308,0.48655,0.52876,0.37816,0.98726,1.68905,0.06271,0.0016821,0.000560699,0.0016821,0.000560699,0.0016821,0.000560699,0.0016821,0.000560699
233,49117.5,1.05455,1.92521,0.04809,0.6271,0.48903,0.52932,0.37856,0.98701,1.6893,0.06264,0.00161925,0.00053975,0.00161925,0.00053975,0.00161925,0.00053975,0.00161925,0.00053975
234,49327.3,1.05443,1.91952,0.04754,0.63235,0.48653,0.5295,0.37857,0.98666,1.68894,0.06267,0.0015564,0.0005188,0.0015564,0.0005188,0.0015564,0.0005188,0.0015564,0.0005188
235,49539.4,1.06219,1.92649,0.04812,0.64203,0.48305,0.52994,0.37892,0.98681,1.68768,0.06265,0.00149355,0.000497851,0.00149355,0.000497851,0.00149355,0.000497851,0.00149355,0.000497851
236,49734.3,1.06061,1.81644,0.05916,0.6413,0.48452,0.53103,0.37944,0.98656,1.68464,0.06259,0.0014307,0.000476902,0.0014307,0.000476902,0.0014307,0.000476902,0.0014307,0.000476902
237,49922.3,1.06385,1.80381,0.05851,0.64228,0.48502,0.53106,0.37956,0.98618,1.68337,0.06259,0.00136786,0.000455952,0.00136786,0.000455952,0.00136786,0.000455952,0.00136786,0.000455952
238,50113.5,1.05786,1.79329,0.058,0.64558,0.48375,0.53178,0.38031,0.98595,1.68155,0.06251,0.00130501,0.000435003,0.00130501,0.000435003,0.00130501,0.000435003,0.00130501,0.000435003
239,50304,1.0484,1.77331,0.05775,0.64481,0.48443,0.53305,0.38126,0.9854,1.67943,0.06249,0.00124216,0.000414053,0.00124216,0.000414053,0.00124216,0.000414053,0.00124216,0.000414053
240,50491.1,1.06085,1.77847,0.05693,0.64701,0.48521,0.53313,0.38126,0.98551,1.67845,0.0625,0.00117931,0.000393104,0.00117931,0.000393104,0.00117931,0.000393104,0.00117931,0.000393104
241,50679.2,1.04844,1.76155,0.05749,0.64992,0.48455,0.53374,0.38156,0.98564,1.67652,0.0625,0.00111646,0.000372155,0.00111646,0.000372155,0.00111646,0.000372155,0.00111646,0.000372155
242,50864.6,1.04853,1.7608,0.05724,0.6458,0.48698,0.53373,0.38155,0.98487,1.67673,0.06236,0.00105362,0.000351205,0.00105362,0.000351205,0.00105362,0.000351205,0.00105362,0.000351205
243,51053.2,1.04639,1.74883,0.05657,0.64974,0.48705,0.53387,0.38194,0.98443,1.67656,0.0623,0.000990768,0.000330256,0.000990768,0.000330256,0.000990768,0.000330256,0.000990768,0.000330256
244,51240.4,1.0414,1.73599,0.05657,0.65124,0.48609,0.53388,0.38198,0.98441,1.67606,0.06225,0.00092792,0.000309307,0.00092792,0.000309307,0.00092792,0.000309307,0.00092792,0.000309307
245,51427.5,1.04837,1.73749,0.05677,0.65343,0.48658,0.53425,0.38229,0.98432,1.67494,0.06223,0.000865072,0.000288357,0.000865072,0.000288357,0.000865072,0.000288357,0.000865072,0.000288357
